"CONTRACT_NO","BORROWER_ID","LOAN_NAME","LOAN_TYPE","PRINCIPAL_AMOUNT","DATE_OF_ISSUE","INTEREST_RATE","INTEREST_TYPE","LOAN_PERIOD","EMI_AMOUNT","MORTAGE_TYPE","MORTAGE_AMOUNT","NO_OF_DAYS_IN_ARREARS","LOAN_STATUS"
"KBMBA013243","STK2375794","MOTOR BICYCLE ","LEASING",96000,19-01-17,63.12,"EFFECTIVE_RATE",12,10991,"VEHICLE",235500,-311.1,"PERFORMING"
"RTMBA013030","STK2375139","MOTOR BICYCLE ","LEASING",167230,19-01-17,40.48,"EFFECTIVE_RATE",36,8093,"VEHICLE",238900,312.9,"NPL"
"PLMBA014950","STK2376747","MOTOR BICYCLE ","LEASING",164850,19-01-17,36.46,"EFFECTIVE_RATE",36,7595,"VEHICLE",235500,-270,"PERFORMING"
"CGMBA017993","STK2376000","MOTOR BICYCLE ","LEASING",164000,19-01-17,43.27,"EFFECTIVE_RATE",24,10327,"VEHICLE",235500,-180,"PERFORMING"
"NAMBA007992","STK2177527","MOTOR BICYCLE ","LEASING",164500,20-01-17,40.04,"EFFECTIVE_RATE",36,7918,"VEHICLE",235500,-30,"PERFORMING"
"BMMBA012448","STK2377358","MOTOR BICYCLE ","LEASING",171150,23-01-17,37.12,"EFFECTIVE_RATE",36,7949,"VEHICLE",244500,0,"PERFORMING"
"GPMBA016028","STK2377866","MOTOR BICYCLE ","LEASING",119000,24-01-17,38.1,"EFFECTIVE_RATE",36,5594,"VEHICLE",170000,657.3,"NPL"
"KKMBA006650","STK2378994","MOTOR BICYCLE ","LEASING",234850,30-01-17,37.21,"EFFECTIVE_RATE",24,14019,"VEHICLE",335500,0,"PERFORMING"
"BLMBA008548","STK2366668","MOTOR BICYCLE ","LEASING",79500,04-01-17,48.82,"EFFECTIVE_RATE",24,5251,"VEHICLE",168000,-30,"PERFORMING"
"BBMBA004731","STK2366567","MOTOR BICYCLE ","LEASING",127000,05-01-17,56.14,"EFFECTIVE_RATE",18,10594,"VEHICLE",235500,-30,"PERFORMING"
"POMBA010097","STK2367015","MOTOR BICYCLE ","LEASING",116500,05-01-17,28,"EFFECTIVE_RATE",36,4819,"VEHICLE",235500,-240,"PERFORMING"
"GRMBA004014","STK2367231","MOTOR BICYCLE ","LEASING",98000,06-01-17,41.87,"EFFECTIVE_RATE",24,6096,"VEHICLE",140000,0,"PERFORMING"
"PTMBA007176","STK2366750","MOTOR BICYCLE ","LEASING",173495,10-01-17,41.44,"EFFECTIVE_RATE",36,8494,"VEHICLE",247850,-120,"PERFORMING"
"KBMBA013401","STK2369038","MOTOR BICYCLE ","LEASING",147000,25-01-17,45.73,"EFFECTIVE_RATE",18,11435,"VEHICLE",235500,-30,"PERFORMING"
"NCMBA005356","STK2369903","MOTOR BICYCLE ","LEASING",154000,10-01-17,50.55,"EFFECTIVE_RATE",12,16612,"VEHICLE",244500,-30,"PERFORMING"
"PLMBA014631","STK2369601","MOTOR BICYCLE ","LEASING",191250,10-01-17,30.27,"EFFECTIVE_RATE",36,8148,"VEHICLE",255000,-590.7,"PERFORMING"
"EMMBA015807","STK2370201","MOTOR BICYCLE ","LEASING",116500,16-01-17,42.92,"EFFECTIVE_RATE",24,7314,"VEHICLE",175000,-60,"PERFORMING"
"MHMBA009736","STK2370692","MOTOR BICYCLE ","LEASING",167230,18-01-17,44.9,"EFFECTIVE_RATE",24,10680,"VEHICLE",238900,-30,"PERFORMING"
"MOMBA006780","STK1157524","MOTOR BICYCLE ","LEASING",98630,18-01-17,44.51,"EFFECTIVE_RATE",36,5009,"VEHICLE",140900,266.1,"NPL"
"ARMBA013270","STK2372036","MOTOR BICYCLE ","LEASING",290500,16-01-17,36.99,"EFFECTIVE_RATE",36,13471,"VEHICLE",415000,-532.5,"PERFORMING"
"WPMBA007046","STK2375263","MOTOR BICYCLE ","LEASING",102500,19-01-17,88.5,"EFFECTIVE_RATE",12,13165,"VEHICLE",415000,0,"PERFORMING"
"NKMBA011908","STK2376838","MOTOR BICYCLE ","LEASING",149300,19-01-17,39.03,"EFFECTIVE_RATE",36,7099,"VEHICLE",213800,60,"PERFORMING"
"CWMBA010194","STK749415","MOTOR BICYCLE ","LEASING",146999,23-01-17,45.55,"EFFECTIVE_RATE",24,9441,"VEHICLE",209999,0,"PERFORMING"
"BTMBA015409","STK2377417","MOTOR BICYCLE ","LEASING",95000,20-01-17,63.64,"EFFECTIVE_RATE",12,10903,"VEHICLE",235500,-150,"PERFORMING"
"MGMBA018868","STK2377243","MOTOR BICYCLE ","LEASING",139510,20-01-17,40.95,"EFFECTIVE_RATE",36,6790,"VEHICLE",199300,-60,"PERFORMING"
"BTMBA015454","STK1808457","MOTOR BICYCLE ","LEASING",146999,20-01-17,39.19,"EFFECTIVE_RATE",36,7003,"VEHICLE",209999,0,"PERFORMING"
"BLMBA009279","STK2377838","MOTOR BICYCLE ","LEASING",117600,23-01-17,43.14,"EFFECTIVE_RATE",36,5876,"VEHICLE",168000,60,"PERFORMING"
"MHMBA009088","STK2361593","MOTOR BICYCLE ","LEASING",164430,01-01-17,39.89,"EFFECTIVE_RATE",36,7901,"VEHICLE",234900,-30,"PERFORMING"
"NKMBA011476","STK2366113","MOTOR BICYCLE ","LEASING",95900,06-01-17,36.47,"EFFECTIVE_RATE",24,5687,"VEHICLE",215500,-341.4,"PERFORMING"
"NKMBA011573","STK2368900","MOTOR BICYCLE ","LEASING",126400,11-01-17,40.56,"EFFECTIVE_RATE",36,6123,"VEHICLE",189900,150.6,"PERFORMING"
"CGMBA017382","STK2369883","MOTOR BICYCLE ","LEASING",156000,11-01-17,37.76,"EFFECTIVE_RATE",36,7303,"VEHICLE",235500,159.3,"PERFORMING"
"MGMBA018637","STK2370167","MOTOR BICYCLE ","LEASING",139510,13-01-17,40.97,"EFFECTIVE_RATE",36,6792,"VEHICLE",199300,0,"PERFORMING"
"GNMBA015302","STK2371563","MOTOR BICYCLE ","LEASING",164499,16-01-17,36.38,"EFFECTIVE_RATE",36,7571,"VEHICLE",234999,-361.2,"PERFORMING"
"AVMBA010529","STK1972294","MOTOR BICYCLE ","LEASING",175630,13-01-17,38.53,"EFFECTIVE_RATE",36,8300,"VEHICLE",250900,-30,"PERFORMING"
"NPMBA004885","STK2371946","MOTOR BICYCLE ","LEASING",145000,16-01-17,38.72,"EFFECTIVE_RATE",30,7617,"VEHICLE",235500,-60,"PERFORMING"
"CGMBA018114","STK144935","MOTOR BICYCLE ","LEASING",315000,23-01-17,31.29,"EFFECTIVE_RATE",36,13596,"VEHICLE",575000,-627.6,"PERFORMING"
"JFMBA008739","STK2371706","MOTOR BICYCLE ","LEASING",159011.65,18-01-17,33.91,"EFFECTIVE_RATE",24,9214,"VEHICLE",238900,0,"PERFORMING"
"MPMBA009439","STK2367329","MOTOR BICYCLE ","LEASING",164800,17-01-17,38.4,"EFFECTIVE_RATE",36,7776,"VEHICLE",235500,675.9,"NPL"
"CGMBA017735","STK2374441","MOTOR BICYCLE ","LEASING",164000,17-01-17,37.26,"EFFECTIVE_RATE",36,7630,"VEHICLE",235500,-60,"PERFORMING"
"HTMBA005141","STK2373644","MOTOR BICYCLE ","LEASING",130000,18-01-17,30.89,"EFFECTIVE_RATE",36,5583,"VEHICLE",220000,-365.1,"PERFORMING"
"GNMBA015649","STK204008","MOTOR BICYCLE ","LEASING",159250,23-01-17,36.58,"EFFECTIVE_RATE",36,7347,"VEHICLE",227500,-90,"PERFORMING"
"GNMBA015816","STK2376801","MOTOR BICYCLE ","LEASING",84200,26-01-17,37.94,"EFFECTIVE_RATE",24,5059,"VEHICLE",175000,-300,"PERFORMING"
"MHMBA009026","STK2363320","MOTOR BICYCLE ","LEASING",174999,01-01-17,47.73,"EFFECTIVE_RATE",24,11452,"VEHICLE",249999,-240,"PERFORMING"
"MGMBA018141","STK2364440","MOTOR BICYCLE ","LEASING",245175,02-01-17,37.57,"EFFECTIVE_RATE",36,11451,"VEHICLE",350250,240.3,"NPL"
"KTMBA008630","STK2365609","MOTOR BICYCLE ","LEASING",138250,03-01-17,36.34,"EFFECTIVE_RATE",48,5501,"VEHICLE",197500,111.6,"PERFORMING"
"NPMBA004724","STK293507","MOTOR BICYCLE ","LEASING",150850,05-01-17,37.22,"EFFECTIVE_RATE",36,7015,"VEHICLE",215500,-30,"PERFORMING"
"JEMBA009545","STK2368330","MOTOR BICYCLE ","LEASING",183855,09-01-17,39.77,"EFFECTIVE_RATE",36,8821,"VEHICLE",262650,30,"PERFORMING"
"RGMBA004304","STK2370816","MOTOR BICYCLE ","LEASING",125999.3,13-01-17,44.37,"EFFECTIVE_RATE",36,6388,"VEHICLE",179999,0,"PERFORMING"
"GNMBA015630","STK1247987","MOTOR BICYCLE ","LEASING",60000,20-01-17,43.29,"EFFECTIVE_RATE",12,6249,"VEHICLE",1350000,-30,"PERFORMING"
"KUMBA021844","STK1408851","MOTOR BICYCLE ","LEASING",90000,19-01-17,31.74,"EFFECTIVE_RATE",18,6349,"VEHICLE",195000,0,"PERFORMING"
"HGMBA011494","STK2375903","MOTOR BICYCLE ","LEASING",134000,24-01-17,41.18,"EFFECTIVE_RATE",36,6540,"VEHICLE",227500,30,"PERFORMING"
"RTMBA012439","STK2366075","MOTOR BICYCLE ","LEASING",149660,04-01-17,38,"EFFECTIVE_RATE",48,6107,"VEHICLE",213800,-74.1,"PERFORMING"
"KPMBA012846","STK2251671","MOTOR BICYCLE ","LEASING",114700,05-01-17,43.64,"EFFECTIVE_RATE",24,7246,"VEHICLE",235500,60,"PERFORMING"
"BKMBA005189","STK2366799","MOTOR BICYCLE ","LEASING",149660,09-01-17,44.58,"EFFECTIVE_RATE",24,9532,"VEHICLE",213800,-180,"PERFORMING"
"DKMBA009064","STK2130726","MOTOR BICYCLE ","LEASING",149660,07-01-17,41.12,"EFFECTIVE_RATE",36,7299,"VEHICLE",213800,-30,"PERFORMING"
"VWMBA008876","STK2015473","MOTOR BICYCLE ","LEASING",307930,13-01-17,38.57,"EFFECTIVE_RATE",24,18605,"VEHICLE",439900,-60,"PERFORMING"
"PLMBA014817","STK2334387","MOTOR BICYCLE ","LEASING",84600,16-01-17,60.67,"EFFECTIVE_RATE",12,9576,"VEHICLE",235500,0,"PERFORMING"
"WTMBA013465","STK2266943","MOTOR BICYCLE ","LEASING",301510,18-01-17,48.02,"EFFECTIVE_RATE",12,32130,"VEHICLE",429300,0,"PERFORMING"
"WTMBA013696","STK2379290","MOTOR BICYCLE ","LEASING",138810,24-01-17,40.49,"EFFECTIVE_RATE",36,6718,"VEHICLE",198300,834.6,"NPL"
"BMMBA012509","STK2379393","MOTOR BICYCLE ","LEASING",164850,23-01-17,37.34,"EFFECTIVE_RATE",36,7678,"VEHICLE",235500,-30,"PERFORMING"
"GNMBA015791","STK2378393","MOTOR BICYCLE ","LEASING",154000,26-01-17,32.5,"EFFECTIVE_RATE",30,7564,"VEHICLE",250000,-87.6,"PERFORMING"
"BBMBA004915","STK2374696","MOTOR BICYCLE ","LEASING",146999,24-01-17,42.32,"EFFECTIVE_RATE",36,7273,"VEHICLE",209999,0,"PERFORMING"
"MOMBA007046","STK2380533","MOTOR BICYCLE ","LEASING",290500,26-01-17,36.72,"EFFECTIVE_RATE",36,13426,"VEHICLE",415000,-251.4,"PERFORMING"
"TRMBA009996","STK649037","MOTOR BICYCLE ","LEASING",125900,02-01-17,41.26,"EFFECTIVE_RATE",36,6150,"VEHICLE",179900,235.5,"NPL"
"DPMBA003178","STK2365461","MOTOR BICYCLE ","LEASING",164500,02-01-17,39.96,"EFFECTIVE_RATE",36,7911,"VEHICLE",235500,0,"PERFORMING"
"PGMBA010556","STK2365558","MOTOR BICYCLE ","LEASING",103950,03-01-17,44.35,"EFFECTIVE_RATE",24,6608,"VEHICLE",148500,-240,"PERFORMING"
"BTMBA014552","STK2365514","MOTOR BICYCLE ","LEASING",216999,05-01-17,39.65,"EFFECTIVE_RATE",36,10396,"VEHICLE",309999,-150,"PERFORMING"
"GPMBA015223","STK2365748","MOTOR BICYCLE ","LEASING",227500,04-01-17,35.45,"EFFECTIVE_RATE",36,10350,"VEHICLE",325000,234.9,"NPL"
"KPMBA012749","STK693211","MOTOR BICYCLE ","LEASING",122500,04-01-17,35.51,"EFFECTIVE_RATE",36,5577,"VEHICLE",175000,-90,"PERFORMING"
"KRMBA009552","STK2343264","MOTOR BICYCLE ","LEASING",276000,05-01-17,39.31,"EFFECTIVE_RATE",36,13168,"VEHICLE",415000,-30,"PERFORMING"
"MGMBA018390","STK2368107","MOTOR BICYCLE ","LEASING",149660,09-01-17,40.09,"EFFECTIVE_RATE",36,7209,"VEHICLE",213800,-60,"PERFORMING"
"CGMBA017115","STK2368626","MOTOR BICYCLE ","LEASING",148750,09-01-17,38.89,"EFFECTIVE_RATE",36,7061,"VEHICLE",212500,345.9,"NPL"
"GPMBA015612","STK2370588","MOTOR BICYCLE ","LEASING",113000,16-01-17,44.98,"EFFECTIVE_RATE",18,8745,"VEHICLE",180000,180,"NPL"
"EMMBA015700","STK2370543","MOTOR BICYCLE ","LEASING",122500,13-01-17,40.9,"EFFECTIVE_RATE",24,7556,"VEHICLE",175000,0,"PERFORMING"
"MNMBA008487","STK2370847","MOTOR BICYCLE ","LEASING",152000,11-01-17,50.93,"EFFECTIVE_RATE",12,16427,"VEHICLE",235500,-30,"PERFORMING"
"MGMBA018664","STK2027167","MOTOR BICYCLE ","LEASING",148750,13-01-17,34.31,"EFFECTIVE_RATE",36,6671,"VEHICLE",212500,-30,"PERFORMING"
"PGMBA010893","STK2370845","MOTOR BICYCLE ","LEASING",164850,13-01-17,34.06,"EFFECTIVE_RATE",36,7370,"VEHICLE",235500,-30,"PERFORMING"
"WWMBA007794","STK2373359","MOTOR BICYCLE ","LEASING",263830,16-01-17,37.52,"EFFECTIVE_RATE",36,12314,"VEHICLE",376900,-588.3,"PERFORMING"
"THMBA006087","STK2367891","MOTOR BICYCLE ","LEASING",255430,06-01-17,38.02,"EFFECTIVE_RATE",36,11996,"VEHICLE",364900,282.6,"NPL"
"AWMBA006728","STK2369858","MOTOR BICYCLE ","LEASING",95100,11-01-17,44.59,"EFFECTIVE_RATE",24,6058,"VEHICLE",135900,150,"PERFORMING"
"CGMBA017300","STK2368627","MOTOR BICYCLE ","LEASING",147000,10-01-17,28,"EFFECTIVE_RATE",24,8069,"VEHICLE",210000,0,"PERFORMING"
"CWMBA009835","STK2370055","MOTOR BICYCLE ","LEASING",164800,11-01-17,40.22,"EFFECTIVE_RATE",24,10104,"VEHICLE",235500,-240,"PERFORMING"
"TBMBA011528","STK2369946","MOTOR BICYCLE ","LEASING",61600,11-01-17,44.2,"EFFECTIVE_RATE",36,3117,"VEHICLE",88000,826.5,"NPL"
"APMBA012837","STK906698","MOTOR BICYCLE ","LEASING",70000,17-01-17,30,"EFFECTIVE_RATE",36,2972,"VEHICLE",125000,142.2,"PERFORMING"
"POMBA010282","STK2371427","MOTOR BICYCLE ","LEASING",164500,16-01-17,41.71,"EFFECTIVE_RATE",36,8080,"VEHICLE",235500,-90,"PERFORMING"
"NTMBA007848","STK2372316","MOTOR BICYCLE ","LEASING",136430,17-01-17,41.56,"EFFECTIVE_RATE",36,6689,"VEHICLE",194900,199.8,"NPL"
"ARMBA013304","STK2372014","MOTOR BICYCLE ","LEASING",143499,16-01-17,40.97,"EFFECTIVE_RATE",36,6986,"VEHICLE",204999,-120,"PERFORMING"
"KUMBA021978","STK1102525","MOTOR BICYCLE ","LEASING",159250,20-01-17,39.46,"EFFECTIVE_RATE",36,7612,"VEHICLE",227500,186,"NPL"
"MWMBA015144","STK2358946","MOTOR BICYCLE ","LEASING",147000,24-01-17,45.81,"EFFECTIVE_RATE",30,8314,"VEHICLE",245000,30,"PERFORMING"
"MNMBA008708","STK2376172","MOTOR BICYCLE ","LEASING",146000,20-01-17,40.38,"EFFECTIVE_RATE",24,8964,"VEHICLE",229500,0,"PERFORMING"
"NKMBA011926","STK2374346","MOTOR BICYCLE ","LEASING",145900,19-01-17,34.62,"EFFECTIVE_RATE",24,8509,"VEHICLE",235500,120,"PERFORMING"
"BMMBA012466","STK1232878","MOTOR BICYCLE ","LEASING",171150,23-01-17,41.98,"EFFECTIVE_RATE",24,10657,"VEHICLE",244500,0,"PERFORMING"
"BMMBA012457","STK2377180","MOTOR BICYCLE ","LEASING",118999,23-01-17,38.61,"EFFECTIVE_RATE",36,5629,"VEHICLE",169999,149.4,"PERFORMING"
"KRMBA010307","STK2377965","MOTOR BICYCLE ","LEASING",108650,30-01-17,47.15,"EFFECTIVE_RATE",24,7075,"VEHICLE",262650,-404.7,"PERFORMING"
"MNMBA008432","STK715064","MOTOR BICYCLE ","LEASING",236800,10-01-17,42.93,"EFFECTIVE_RATE",24,14867,"VEHICLE",338300,0,"PERFORMING"
"MGMBA018530","STK2369755","MOTOR BICYCLE ","LEASING",227570,11-01-17,43.22,"EFFECTIVE_RATE",24,14324,"VEHICLE",325100,-180,"PERFORMING"
"NAMBA007824","STK2372378","MOTOR BICYCLE ","LEASING",134700,16-01-17,28,"EFFECTIVE_RATE",24,7394,"VEHICLE",235500,-427.8,"PERFORMING"
"JEMBA009675","STK2372894","MOTOR BICYCLE ","LEASING",151850,16-01-17,52.88,"EFFECTIVE_RATE",12,16565,"VEHICLE",247850,-120,"PERFORMING"
"BLMBA009125","STK2373302","MOTOR BICYCLE ","LEASING",173350,16-01-17,44.26,"EFFECTIVE_RATE",24,11010,"VEHICLE",247850,-180,"PERFORMING"
"ARMBA013474","STK2375583","MOTOR BICYCLE ","LEASING",125999,18-01-17,38.63,"EFFECTIVE_RATE",48,5191,"VEHICLE",179999,72.3,"PERFORMING"
"DKMBA009361","STK2312025","MOTOR BICYCLE ","LEASING",125000,18-01-17,39.89,"EFFECTIVE_RATE",36,6006,"VEHICLE",235500,-150,"PERFORMING"
"POMBA010468","STK2377189","MOTOR BICYCLE ","LEASING",164500,23-01-17,41.71,"EFFECTIVE_RATE",36,8080,"VEHICLE",235500,-120,"PERFORMING"
"AWMBA006971","STK2377763","MOTOR BICYCLE ","LEASING",73500,20-01-17,36.75,"EFFECTIVE_RATE",24,4370,"VEHICLE",105000,-30,"PERFORMING"
"MGMBA019113","STK2378377","MOTOR BICYCLE ","LEASING",174350,23-01-17,35.49,"EFFECTIVE_RATE",48,6847,"VEHICLE",262850,173.7,"PERFORMING"
"KKMBA006681","STK2378464","MOTOR BICYCLE ","LEASING",122500,31-01-17,41.59,"EFFECTIVE_RATE",36,6008,"VEHICLE",175000,619.8,"NPL"
"NAMBA008074","STK2373447","MOTOR BICYCLE ","LEASING",164850,23-01-17,39.99,"EFFECTIVE_RATE",36,7930,"VEHICLE",235500,-30,"PERFORMING"
"EMMBA015366","STK2362734","MOTOR BICYCLE ","LEASING",100000,03-01-17,44.07,"EFFECTIVE_RATE",24,6341,"VEHICLE",148500,-30,"PERFORMING"
"PGMBA010459","STK2365087","MOTOR BICYCLE ","LEASING",164499,02-01-17,36.38,"EFFECTIVE_RATE",36,7571,"VEHICLE",234999,30,"PERFORMING"
"JEMBA009460","STK2366254","MOTOR BICYCLE ","LEASING",146000,04-01-17,41.78,"EFFECTIVE_RATE",24,9075,"VEHICLE",235500,-90,"PERFORMING"
"ARMBA012651","STK2367147","MOTOR BICYCLE ","LEASING",163499,05-01-17,28,"EFFECTIVE_RATE",36,6763,"VEHICLE",235500,-793.5,"PERFORMING"
"BTMBA014659","STK2367449","MOTOR BICYCLE ","LEASING",162000,06-01-17,37.1,"EFFECTIVE_RATE",36,7523,"VEHICLE",235500,428.4,"NPL"
"GNMBA014880","STK379332","MOTOR BICYCLE ","LEASING",115500,06-01-17,33.49,"EFFECTIVE_RATE",24,6668,"VEHICLE",165000,241.2,"NPL"
"NYMBA008210","STK1830240","MOTOR BICYCLE ","LEASING",140400,09-01-17,51.72,"EFFECTIVE_RATE",12,15231,"VEHICLE",238900,0,"PERFORMING"
"KKMBA006445","STK2367797","MOTOR BICYCLE ","LEASING",94500,17-01-17,50.68,"EFFECTIVE_RATE",24,6341,"VEHICLE",143000,-60,"PERFORMING"
"TBMBA011281","STK2367663","MOTOR BICYCLE ","LEASING",138000,09-01-17,43.23,"EFFECTIVE_RATE",24,8687,"VEHICLE",198300,30,"PERFORMING"
"TBMBA011485","STK2361749","MOTOR BICYCLE ","LEASING",165500,11-01-17,36.87,"EFFECTIVE_RATE",18,12108,"VEHICLE",280000,0,"PERFORMING"
"NTMBA007671","STK2368350","MOTOR BICYCLE ","LEASING",164850,07-01-17,39.58,"EFFECTIVE_RATE",36,7891,"VEHICLE",235500,-551.1,"PERFORMING"
"EMMBA015676","STK2369955","MOTOR BICYCLE ","LEASING",93500,11-01-17,36.68,"EFFECTIVE_RATE",24,5555,"VEHICLE",135900,-180,"PERFORMING"
"MPMBA009330","STK2367500","MOTOR BICYCLE ","LEASING",164800,13-01-17,38.4,"EFFECTIVE_RATE",36,7776,"VEHICLE",235500,-30,"PERFORMING"
"WRMBA004427","STK2370271","MOTOR BICYCLE ","LEASING",236800,16-01-17,38.68,"EFFECTIVE_RATE",36,11211,"VEHICLE",338300,0,"PERFORMING"
"BLMBA009019","STK2371916","MOTOR BICYCLE ","LEASING",60500,13-01-17,90.59,"EFFECTIVE_RATE",12,7842,"VEHICLE",248000,-30,"PERFORMING"
"CGMBA017762","STK2373156","MOTOR BICYCLE ","LEASING",164000,17-01-17,43.27,"EFFECTIVE_RATE",24,10327,"VEHICLE",235500,-401.7,"PERFORMING"
"MOMBA006803","STK2375266","MOTOR BICYCLE ","LEASING",173495,18-01-17,38.05,"EFFECTIVE_RATE",36,8151,"VEHICLE",247850,-71.1,"PERFORMING"
"WYMBA004359","STK2344867","MOTOR BICYCLE ","LEASING",154900,06-01-17,26,"EFFECTIVE_RATE",18,10485,"VEHICLE",235500,-201.3,"PERFORMING"
"WTMBA013191","STK2365367","MOTOR BICYCLE ","LEASING",183855,09-01-17,39.91,"EFFECTIVE_RATE",36,8836,"VEHICLE",262650,-115.2,"PERFORMING"
"ARMBA012305","STK2333467","MOTOR BICYCLE ","LEASING",162800,03-01-17,30.28,"EFFECTIVE_RATE",12,15894,"VEHICLE",235500,-30,"PERFORMING"
"NGMBA014631","STK1815365","MOTOR BICYCLE ","LEASING",275660,04-01-17,39.32,"EFFECTIVE_RATE",36,13153,"VEHICLE",393800,-692.1,"PERFORMING"
"MOMBA006469","STK2366421","MOTOR BICYCLE ","LEASING",164710,05-01-17,38.9,"EFFECTIVE_RATE",48,6813,"VEHICLE",235300,400.5,"NPL"
"CGMBA017045","STK2367523","MOTOR BICYCLE ","LEASING",164000,09-01-17,37.26,"EFFECTIVE_RATE",36,7630,"VEHICLE",235500,225.9,"NPL"
"EMMBA015542","STK2368434","MOTOR BICYCLE ","LEASING",95130,09-01-17,57.66,"EFFECTIVE_RATE",12,10616,"VEHICLE",135900,0,"PERFORMING"
"NKMBA011810","STK2366123","MOTOR BICYCLE ","LEASING",164850,17-01-17,36.48,"EFFECTIVE_RATE",36,7596,"VEHICLE",235500,-553.2,"PERFORMING"
"KUMBA021020","STK2368241","MOTOR BICYCLE ","LEASING",164850,09-01-17,39.07,"EFFECTIVE_RATE",36,7842,"VEHICLE",235500,-210,"PERFORMING"
"KGMBA007015","STK2367962","MOTOR BICYCLE ","LEASING",123700,09-01-17,28,"EFFECTIVE_RATE",18,8495,"VEHICLE",235500,0,"PERFORMING"
"ARMBA012882","STK1431125","MOTOR BICYCLE ","LEASING",160905,10-01-17,40.3,"EFFECTIVE_RATE",36,7770,"VEHICLE",235500,-406.5,"PERFORMING"
"MOMBA006728","STK2369512","MOTOR BICYCLE ","LEASING",275000,16-01-17,26,"EFFECTIVE_RATE",36,11080,"VEHICLE",429300,-685.8,"PERFORMING"
"NPMBA004809","STK2369004","MOTOR BICYCLE ","LEASING",169050,10-01-17,39.55,"EFFECTIVE_RATE",36,8089,"VEHICLE",241500,-60,"PERFORMING"
"GNMBA015588","STK212449","MOTOR BICYCLE ","LEASING",121030,19-01-17,37.86,"EFFECTIVE_RATE",36,5673,"VEHICLE",172900,1020,"NPL"
"PGMBA011096","STK2373255","MOTOR BICYCLE ","LEASING",139510,18-01-17,37.4,"EFFECTIVE_RATE",36,6502,"VEHICLE",199300,0,"PERFORMING"
"HRMBA007343","STK2365494","MOTOR BICYCLE ","LEASING",191500,09-01-17,41.48,"EFFECTIVE_RATE",36,9380,"VEHICLE",335000,-30,"PERFORMING"
"GNMBA014950","STK1083316","MOTOR BICYCLE ","LEASING",100000,09-01-17,45.16,"EFFECTIVE_RATE",24,6401,"VEHICLE",143000,180,"NPL"
"WPMBA006797","STK2367906","MOTOR BICYCLE ","LEASING",289000,06-01-17,36.19,"EFFECTIVE_RATE",36,13269,"VEHICLE",415000,218.7,"NPL"
"BTMBA014899","STK2369168","MOTOR BICYCLE ","LEASING",280000,10-01-17,42.27,"EFFECTIVE_RATE",24,17478,"VEHICLE",405500,0,"PERFORMING"
"GNMBA015278","STK2371459","MOTOR BICYCLE ","LEASING",100000,16-01-17,36.04,"EFFECTIVE_RATE",24,5907,"VEHICLE",148500,-523.2,"PERFORMING"
"WTMBA013368","STK2371793","MOTOR BICYCLE ","LEASING",211500,13-01-17,26,"EFFECTIVE_RATE",12,20205,"VEHICLE",415000,-30,"PERFORMING"
"GWMBA009668","STK1938651","MOTOR BICYCLE ","LEASING",164500,13-01-17,28.74,"EFFECTIVE_RATE",48,5804,"VEHICLE",235500,30,"PERFORMING"
"KPMBA013368","STK2371812","MOTOR BICYCLE ","LEASING",159700,14-01-17,38.07,"EFFECTIVE_RATE",30,8331,"VEHICLE",235500,-60,"PERFORMING"
"EMMBA015755","STK415029","MOTOR BICYCLE ","LEASING",164850,16-01-17,37.41,"EFFECTIVE_RATE",36,7684,"VEHICLE",235500,30,"PERFORMING"
"EMMBA015825","STK2372534","MOTOR BICYCLE ","LEASING",167200,16-01-17,39.45,"EFFECTIVE_RATE",36,7991,"VEHICLE",238900,299.7,"NPL"
"MVMBA005028","STK2372661","MOTOR BICYCLE ","LEASING",238000,16-01-17,38.97,"EFFECTIVE_RATE",36,11308,"VEHICLE",340000,133.2,"PERFORMING"
"KUMBA021534","STK2372065","MOTOR BICYCLE ","LEASING",227100,16-01-17,36.1,"EFFECTIVE_RATE",36,10415,"VEHICLE",325100,651.6,"NPL"
"MHMBA009545","STK2363067","MOTOR BICYCLE ","LEASING",160930,11-01-17,36.46,"EFFECTIVE_RATE",36,7414,"VEHICLE",229900,-60,"PERFORMING"
"KBMBA012855","STK173134","MOTOR BICYCLE ","LEASING",164500,03-01-17,59.25,"EFFECTIVE_RATE",12,18495,"VEHICLE",235500,-30,"PERFORMING"
"CGMBA017036","STK2367563","MOTOR BICYCLE ","LEASING",164000,09-01-17,42.18,"EFFECTIVE_RATE",24,10229,"VEHICLE",235500,0,"PERFORMING"
"MPMBA009064","STK2065276","MOTOR BICYCLE ","LEASING",138800,09-01-17,37.9,"EFFECTIVE_RATE",36,6509,"VEHICLE",198300,-390,"PERFORMING"
"KDMBA022791","STK2369940","MOTOR BICYCLE ","LEASING",129900,11-01-17,28,"EFFECTIVE_RATE",36,5374,"VEHICLE",199900,120,"PERFORMING"
"NTMBA007732","STK1182261","MOTOR BICYCLE ","LEASING",136430,10-01-17,40.97,"EFFECTIVE_RATE",36,6642,"VEHICLE",194900,150,"PERFORMING"
"ARMBA012970","STK2368358","MOTOR BICYCLE ","LEASING",155500,11-01-17,28,"EFFECTIVE_RATE",36,6433,"VEHICLE",235500,148.2,"PERFORMING"
"CGMBA017434","STK2370834","MOTOR BICYCLE ","LEASING",307900,11-01-17,36.14,"EFFECTIVE_RATE",36,14128,"VEHICLE",439900,-30,"PERFORMING"
