team_won,team_lost,winning_score,losing_score
rewound,SYF,16,14
rewound,Rooster,16,5
Bushido Boyz,Mythic,19,17
paiN,RED Canids,19,16
Ancient,forZe,2,0
Winstrike,AGO,2,1
Chaos,FrenchFrogs,2,0
Winstrike,Sprout,2,1
Alpha Red,Maple,2,0
Nemiga,Vega Squadron,2,0
Grayhound,Genuine,16,10
Alpha Red,Lucid Dream,2,1
AGO,OFFSET,2,0
Rooster,Content,1,0
Maple,Beyond,2,0
FURIA,Ghost,3,2
Stay Frosty,Big Chillin,2,0
Big Chillin,x1 Mob,2,1
Stay Frosty,Mock and the Rocks,2,0
Copenhagen Flames,GoldenGitte,2,1
FURIA,Lazarus,2,0
ENCE,Astralis,2,0
AGO,eXtatus,2,0
Sprout,AVEZ,2,0
GoldenGitte,HYDR,2,0
Copenhagen Flames,Lyngby Vikings,2,0
NIP,Giants,1,0
ENCE,Giants,16,14
Astralis,Cloud9,16,11
NIP,Natus Vincere,16,9
eXtatus,PACT,22,20
NIP,Cloud9,16,14
ENCE,Astralis,16,13
AVEZ,Windigo Academy,16,10
HYDR,STEP,2,0
Natus Vincere,Giants,16,4
GoldenGitte,AGF,2,0
Lyngby Vikings,ImmuNe ,2,0
Copenhagen Flames,VIHARTINDERGULD,2,0
Astralis,Natus Vincere,16,13
MVP PK,TYLOO,3,1
ENCE,Cloud9,16,11
Giants,NIP,16,4
Winstrike,AGO,16,13
OFFSET,Sprout,16,7
OFFSET,AVEZ,16,11
AGO,eXtatus,16,7
Lucid Dream,Power Ace,2,0
Beyond,Astro,2,0
Sprout,Windigo Academy,16,10
Winstrike,PACT,16,5
TYLOO,BOOT,2,0
FURIA,Complexity,2,0
MITOS,WClick,16,5
W7M,Inflames,2,0
PELAFUSTANES,Furious,16,14
Ghost,Lazarus,2,0
DETONA,paiN,2,0
Complexity,ATK,2,1
FURIA,Envy,2,0
FASTLOSE,demise,16,8
Natus Vincere,Cloud9,16,7
AVANGAR,North,2,0
NIP,ENCE,16,5
Astralis,Giants,16,7
Cloud9,Giants,16,14
Astralis,NIP,16,8
ENCE,Natus Vincere,16,4
demise,duvan,16,10
Vitality,Heroic,2,1
demise,Nettisankarit,16,11
Ancient,Syman,16,12
Giants,Movistar Riders,2,1
AVANGAR,HellRaisers,2,0
TYLOO,EHOME,2,0
North,OpTic,2,0
Nordavind,Virtus.pro,2,1
MVP PK,BOOT,2,0
EHOME,ViCi,2,1
TYLOO,Alpha Red,2,0
FURIA,Bad News Bears,2,1
Mythic,Thunder Logic,16,12
S2N,All Knights,19,15
Peeker's Advantage,Variance,16,11
ATK,INTZ,2,0
Rugratz,The Quest,16,8
TeamOne,Chris and the boys,16,4
Force of Modem,Mortal,16,7
Ghost,Envy,2,0
Variance,Prospects,16,13
Lazarus,Complexity,2,1
Inflames,Redemption POA,1,0
paiN,Bulldozer,2,0
HellRaisers,Chaos,2,1
Ghost,ATK,2,1
Lazarus,FURIA,2,1
Envy,INTZ,2,1
OpTic,ALTERNATE aTTaX,2,0
Complexity,Bad News Bears,2,0
Heroic,North,2,1
Vitality,AVANGAR,2,0
pro100,AGO,16,10
Heroic,HellRaisers,2,1
AVANGAR,OpTic,2,1
forZe,x-kom,16,11
Nordavind,GameAgents,16,10
Vitality,ALTERNATE aTTaX,2,0
Alpha Red,BTRG,2,0
North,Chaos,2,0
SJ,Izako Boars,2,1
EHOME,Recca,2,0
BOOT,ViCi,2,1
MVP PK,TYLOO,2,1
Chiefs,MC,16,5
Ground Zero,rewound,16,9
SYF,MC,16,13
ex-Athletico,evicted,1,0
Chiefs,Ground Zero,16,13
Genuine,ex-Athletico,16,6
Paradox,Justice,16,8
Jade,Content,1,0
ORDER,SYF,16,7
TYLOO,EHOME,2,0
BOOT,Alpha Red,2,0
MVP PK,Recca,2,0
ViCi,BTRG,2,0
rewound,evicted,1,0
Downfall,DINQ,1,0
Bulldozer,Não Tem Org,2,0
The Quest,Ascent,16,6
PELAFUSTANES,MITOS,16,14
New Identity,Peeker's Advantage,22,18
Party Astronauts,Singularity,16,12
TeamOne,Bad News Bears,16,8
Furious,WClick,16,13
Party Astronauts,Thunder Logic,19,16
Redemption POA,Reapers,2,1
Singularity,Chris and the boys,16,7
BLITZKRIEG,Prospects,16,12
Virtus.pro,FrenchFrogs,2,1
Sharks,GameAgents,16,8
GamerLegion,pro100,16,8
Vitality,AGO,16,6
Sprout,Chaos,16,11
Movistar Riders,x-kom,16,11
Nordavind,Ancient,2,1
Vitality,forZe,16,10
Virtus.pro,Vitality,16,10
forZe,Virtus.pro,16,7
Izako Boars,Winstrike,2,0
ORDER,Chiefs,16,11
Paradox,Rooster,16,3
ex-Athletico,Content,1,0
Justice,ex-Athletico,16,12
Ascent,Bushido Boyz,16,10
DETONA,Inflames,2,0
All Knights,Mortal,16,2
New Identity,FURIA,16,11
ATK,Mythic,16,10
S2N,Force of Modem,16,11
W7M,paiN,2,0
SJ,x-kom,2,1
WePlayGames,Santos,16,9
RED Canids,Bulldozer,16,7
Inflames,INTZ.Academy,16,8
W7M,Reapers,16,9
Chaos,Virtus.pro,19,15
pro100,Sprout,16,10
CR4ZY,HAVU,19,17
FrenchFrogs,Virtus.pro,16,10
Jade,Fanta,16,12
Genuine,DINQ,16,7
Ascent,Prospects,16,6
Singularity,Rugratz,3,1
paiN,Bulldozer,16,3
Inflames,Redemption POA,16,8
W7M,Não Tem Org,25,22
DETONA,Reapers,16,10
Sharks,forZe,2,0
Izako Boars,Nordavind,19,16
Tricked,Chaos,2,0
Syman,forZe,16,7
CR4ZY,Sprout,16,2
Paradox,DINQ,19,17
Singularity,Chris and the boys,2,0
Bad News Bears,Party Astronauts,2,0
Singularity,Sadbots,2,1
Bad News Bears,Royal,2,0
Party Astronauts,Spacestation,2,0
Chris and the boys,Mythic,2,0
ex-Fragsters,FrenchFrogs,19,17
Valiance,Winstrike,2,0
London,BuzzKill,2,1
LOG,Valstars,2,1
AVANGAR,HellRaisers,2,0
Winstrike,AGO,2,0
Nemiga,Syman,16,6
London,Fierce,2,1
Valiance,forZe,2,0
HellRaisers,Vega Squadron,2,0
AGO,HAVU,2,1
Winstrike,Sprout,2,1
forZe,Tricked,2,0
Valiance,Syman,2,0
BuzzKill,Endpoint,2,1
Liquid,fnatic,3,2
Team Australia,Team UK,16,10
Singularity,Chris and the boys,2,0
Singularity,Cyclone,2,0
Bulldozer,Redemption POA,2,0
HAVU,HOLLYWOOD,16,6
forZe,Ambush,16,14
Syman,Gambit Youngsters,16,9
Winstrike,Sharks,16,7
HAVU,PACT,22,20
Ancient,Vexed,2,0
Gambit Youngsters,famous5,16,10
Cyclone,Hysteria,2,0
Winstrike,pro100,19,17
Sharks,Codewise Unicorns,16,11
Ambush,EloPerMinute,16,10
forZe,Unique,16,6
HOLLYWOOD,NoChance,16,14
Syman,STEP,16,10
AVANGAR,HellRaisers,2,0
Vexed,fightclub,16,14
Ancient,Lilmix,16,14
Vega Squadron,DreamEaters,2,0
Beyond,AOES,2,0
fnatic,NRG,2,1
AOES,FrostFire,2,1
Liquid,MIBR,2,0
Singularity,Polar Ace,2,1
Rugratz,Chris and the boys,2,0
FURIA,Peeker's Advantage,16,7
FASTLOSE,Wildfire,16,11
Copenhagen Flames,SJ,2,1
AVANGAR,DreamEaters,2,0
FASTLOSE,MOST VALUABLE PLAYERS,16,9
Wildfire,FcottoNd,16,11
SJ,Ambush,2,1
HellRaisers,Vega Squadron,2,0
GamerLegion,Windigo,2,0
Vitality,ENCE,16,13
Copenhagen Flames,Akopalipsa,2,1
Beyond,D13,2,0
fnatic,NIP,2,1
FrostFire,VG.Anthrax,2,0
AOES,5 Monkeys,2,0
MIBR,mousesports,2,0
Beyond,MiSG,2,0
D13,Ninjustice,2,0
Polar Ace,Onyx,2,0
Hysteria,New England Whalers,2,0
Variance,Chris and the boys,16,10
TeamOne,FURIA,16,12
The Quest,New Identity,16,14
ATK,Prospects,16,8
Bushido Boyz,Rugratz,16,10
Mythic,Party Astronauts,16,9
Chris and the boys,Cyclone,16,12
Rugratz,Singularity,16,11
SJ,London,2,0
Ambush,Izako Boars,2,0
HAVU,Ancient,16,9
Tricked,pro100,16,9
ex-3DMAX,Nemiga,2,0
Akopalipsa,AGF,2,1
x-kom,Giants,16,8
Copenhagen Flames,GameAgents,2,0
Movistar Riders,ENCE,16,14
Chaos,expert,16,14
Paradox,MC,16,8
fnatic,Grayhound,2,1
rewound,DINQ,16,1
rewound,Jade,16,7
NRG,MIBR,2,0
Liquid,NIP,2,0
mousesports,BIG,2,0
Grayhound,FaZe,2,1
fnatic,Chiefs,2,1
Rugratz,Peeker's Advantage,16,7
Denial,Infinity,2,1
TeamOne,Variance,16,4
9z,All Knights,2,1
Windigo,DreamEaters,2,1
Nemiga,Unique,2,0
Nemiga,Monolith,2,0
Unique,Windigo Academy,2,1
SYF,Rooster,16,13
BIG,MVP PK,2,1
MC,evicted,16,9
Downfall,Rooster,16,13
MIBR,fnatic,2,0
mousesports,Renegades,2,0
NRG,FaZe,2,0
Grayhound,Heroic,2,1
Chiefs,ViCi,2,1
Infinity,Novacancy,2,0
All Knights,Sinisters,2,0
WePlayGames,W7M,19,16
Redemption POA,Santos,16,14
DETONA,INTZ.Academy,16,13
Inflames,Reapers,16,12
Monolith,HOLLYWOOD,2,0
Nemiga,5balls,2,0
Unique,Vaevictis,2,0
Windigo Academy,MAJESTY,2,0
Nemiga,Giants,16,7
Windigo,NoChance,2,0
Genuine,Downfall,16,3
Fanta,Grayhound,1,0
SYF,Content,16,13
NIP,Renegades,2,0
Justice,evicted,16,10
MVP PK,eUnited,2,0
ORDER,Justice,16,5
Liquid,BIG,2,0
mousesports,BOOT-d[S],2,0
MIBR,Grayhound,16,11
fnatic,Heroic,16,7
NRG,ViCi,16,4
FaZe,Chiefs,16,5
Renegades,MVP PK,16,13
NIP,eUnited,16,13
Denial,Infinity,2,1
BIG,mousesports,16,14
Liquid,BOOT-d[S],16,9
paiN,Reapers,16,14
9z,All Knights,2,0
SJ,AGO,16,11
Windigo,Tricked,2,1
ex-3DMAX,Epsilon,2,1
NoChance,Nemiga,2,1
ORDER,Jade,16,8
MASSIVEimpact,Grizzlys,2,0
Grizzlys,Waves,2,0
FURIA,INTZ,2,1
Novacancy,NONAME,2,0
Grizzlys,Strings' Llama Pack,2,0
BASE's Money Crew,VCU,2,1
Sinisters,S2N,2,1
York,UCSC,3,2
Vitality,OpTic,2,1
devils.one,x-kom,2,0
Grizzlys,Live on Three,2,1
BASE's Money Crew,HWML,2,0
Strings' Llama Pack,Offbeat,2,1
Denial,NONAME,16,6
Infinity,Novacancy,16,13
MASSIVEimpact,Waves,2,0
GamerLegion,DreamEaters,2,1
x-kom,AGO,2,1
9z,Sinisters,16,7
All Knights,S2N,16,8
VCU,x1 Mob,2,0
Live on Three,Farmers,2,0
Strings' Llama Pack,LiViD,2,0
MASSIVEimpact,Offbeat,2,1
Waves,Grizzlys,2,0
Tricked,Epsilon,2,1
devils.one,AGO,2,0
INTZ,Cloud9,2,0
York,RMU,2,1
x-kom,PACT,2,0
Vitality,Valiance,2,0
devils.one,PACT,2,1
UCSC,RMU,2,1
Salamander,Budapest Five,2,0
GamerLegion,NoChance,2,1
AGO,x-kom,2,0
FURIA,Luminosity,2,1
OpTic,AVANGAR,2,1
Monarchs,Wohooo,16,5
Wohooo,KVALL,16,12
Nemiga,AGO,2,0
Wohooo,5els,16,4
GamerLegion,Epsilon,2,0
Nemiga,HAVU,2,1
EHOME,IPET,2,0
Recca,Absolute,2,0
DETONA,Denial,2,0
INTZ,ATK,2,0
Cloud9,Bad News Bears,2,0
Isurus,Infinity,2,0
Luminosity,Singularity,2,1
Astralis,BIG,2,1
FURIA,Spacestation,2,0
GoldenGitte,Copenhagen Flames,2,1
Valiance,forZe,2,1
Epsilon,Movistar Riders,16,11
Vitality,Virtus.pro,2,0
GoldenGitte,Jordan's Money Crew,2,1
HellRaisers,ex-3DMAX,2,0
Copenhagen Flames,Ambush,2,0
OpTic,G2,2,0
AVANGAR,Epsilon,2,0
Unicorns of Love,expert,16,5
SJ,OwmS,16,6
NoChance,Tricked,2,0
Infinity,Denial,2,1
FURIA,Luminosity,2,1
DETONA,Isurus,2,1
Bulldozer,Reapers,16,12
INTZ,Singularity,2,1
BIG,ex-3DMAX,2,0
OpTic,NoChance,2,1
AVANGAR,Winstrike,1,0
AVANGAR,Nordavind,16,6
Astralis,HellRaisers,2,0
Nordavind,Vega Squadron,16,13
Windigo,Nemiga,2,1
AVANT,Ground Zero,2,0
Grayhound,Chiefs,2,0
DETONA,Infinity,2,0
Luminosity,Party Astronauts,16,13
Singularity,iNTACT,16,12
FURIA,Variance,16,9
Isurus,Denial,2,0
INTZ,Front,16,3
Winstrike,GamerLegion,16,11
OpTic,devils.one,16,3
NoChance,GoldenGitte,16,12
GamerLegion,pro100,16,13
Winstrike,ex-Fragsters,16,2
AVANGAR,PACT,16,10
W7M,Santos,16,3
Redemption POA,WePlayGames,16,9
devils.one,Sprout,16,14
Astralis,ex-3DMAX,2,0
GoldenGitte,Dark Tigers,16,8
OpTic,Tricked,16,9
NoChance,SJ,16,10
INTZ.Academy,RED Canids,16,9
HellRaisers,BIG,2,1
DreamEaters,AGO,16,8
DreamEaters,AGO,2,1
Epsilon,ALTERNATE aTTaX,16,10
Epsilon,SJ,19,17
Chiefs,Ground Zero,2,0
Grayhound,AVANT,2,0
NoChance,SJ,2,0
Epsilon,ALTERNATE aTTaX,2,0
Tricked,Nemiga,16,10
AGO,Chaos,2,0
HAVU,ALTERNATE aTTaX,16,7
5POWER,BOOT-d[S],2,1
HAVU,Epsilon,16,7
ALTERNATE aTTaX,SJ,16,8
London,DarkSpawn,3,0
Chiefs,AVANT,2,0
Grayhound,Ground Zero,2,0
Luminosity,Envy,2,1
MIBR,Cloud9,2,0
DarkSpawn,Fierce,2,1
G2,Windigo,2,1
AVANGAR,FURIA,2,1
Natus Vincere,fnatic,2,1
DreamEaters,Vaevictis,2,0
Fierce,Exillium,2,1
QQ,BlinkDagger,2,0
AVANGAR,Valiance,2,1
London,DarkSpawn,2,0
5POWER,EHOME,2,1
Vaevictis,BlinkDagger,2,1
FURIA,Sharks,2,0
DJAEVELS,lesgedi,3,2
DreamEaters,QQ,2,0
pzd,eEriness,3,0
MVP PK,5POWER,2,0
eEriness,TolóPeek,2,0
DJAEVELS,WORTEX,2,0
TYLOO,ViCi,2,0
Cloud9,Luminosity,2,1
MIBR,Envy,2,0
lesgedi,DJAEVELS,2,1
WORTEX,Esi Pirmais,16,10
fnatic,Windigo,2,1
eEriness,EXEC,16,12
pzd,TolóPeek,2,0
Valiance,W7M,2,0
forZe,Sprout,2,1
Akopalipsa,Locastic,2,0
G2,Natus Vincere,2,1
AGF,STEP,2,0
FURIA,INTZ,2,0
CLG Red,Assassins,2,0
W7M,Redemption POA,2,0
Sprout,Movistar Riders,2,1
Locastic,TRTRR,2,0
STEP,Vulkanbet,2,1
FURIA,eUnited,2,0
CLG Red,Besiktas,2,1
AGF,SJ,2,1
Assassins,Dignitas fe,2,0
ViCi,5POWER,2,1
Akopalipsa,PSYCHOACTIVE,2,0
AGF,Apeks,2,1
forZe,Tricked,2,0
SJ,POWEROUTAGE,2,1
Assassins,plan-B fe,2,0
Vulkanbet,Copenhagen Flames,2,0
Dignitas fe,Monolith fe,2,0
TYLOO,MVP PK,2,0
Besiktas,Lazarus fe,2,0
CLG Red,PENSIONERS+2,2,0
STEP,Endpoint,2,0
Cloud9,Envy,2,0
Sharks,Valiance,16,12
AVANGAR,INTZ,16,8
Luminosity,MIBR,2,0
Sharks,Redemption POA,16,9
INTZ,FURIA,16,11
G2,fnatic,2,0
Valiance,W7M,16,13
Söderberg & Partners,Gambit Youngsters,2,1
Natus Vincere,Windigo,2,1
PENSIONERS+2,REXO fe,2,1
Lazarus fe,N47,2,1
Tricked,Sprout,2,0
Movistar Riders,Ambush,2,0
forZe,Epsilon,2,0
AVANGAR,eUnited,25,23
Besiktas,Giants fe,2,0
CLG Red,Singularity fe,2,0
MVP PK,ViCi,2,0
Tricked,Gambit Youngsters,2,1
Movistar Riders,Epsilon,2,1
Sprout,Söderberg & Partners,2,0
forZe,Ambush,2,0
plan-B fe,Crowns fe,2,0
Monolith fe,ACES Ladies,2,0
Dignitas fe,eParadise Angels,2,0
Assassins,Wildfire fe,2,0
5POWER,TYLOO,2,1
BOOT-d[S],EHOME,2,1
Sprout,Gambit Youngsters,2,0
Movistar Riders,forZe,2,0
Tricked,Söderberg & Partners,2,0
Epsilon,Ambush,2,0
Complexity,Lazarus,2,0
Liquid,Ghost,2,0
Söderberg & Partners,Singularity,2,1
Ambush,STEP,2,1
Heroic,devils.one,2,1
Movistar Riders,Copenhagen Flames,2,0
Gambit Youngsters,GODSENT,2,0
Söderberg & Partners,AGF,2,1
Ambush,Chaos,2,1
Epsilon,Virtus.pro,2,0
Gambit Youngsters,SJ,2,1
GODSENT,Vulkanbet,2,0
Singularity,FASTLOSE,2,1
STEP,Endpoint,2,0
Copenhagen Flames,Nordavind,2,1
Movistar Riders,Monarchs,2,0
FaZe,NIP,2,0
AGF,Squared,2,1
Endpoint,NOM,2,1
GODSENT,dopexx,2,1
Virtus.pro,x-kom,2,0
Vulkanbet,ImmuNe ,2,1
STEP,Mock-it,2,1
Gambit Youngsters,EsportsAdviser,2,0
5POWER,BTRG,2,1
Ambush,Apeks,2,0
Chaos,POWEROUTAGE,2,0
Monarchs,Defusekids,2,0
Movistar Riders,Bitfix,2,0
Singularity,Nova,2,0
SJ,Tricked Academy,2,0
Nordavind,Ignite,2,0
Copenhagen Flames,Vantage,2,0
FASTLOSE,Lyngby Vikings,2,0
Söderberg & Partners,GNSL,2,0
DreamEaters,Giants,16,13
Alpha Red,Entity,1,0
Nemiga,Virtus.pro,16,12
Lucid Dream,BOOT-d[S],2,1
Nemiga,LDLC,16,4
Chiefs,Breakaway,3,0
Ghost,Lazarus,2,0
Liquid,Complexity,2,1
devils.one,NIP,2,1
paiN,RED Canids,16,14
Giants,Queso,2,1
FaZe,Heroic,2,1
BOOT-d[S],BTRG,2,1
ex-3DMAX,Virtus.pro,19,17
Lucid Dream,Entity,2,0
Chiefs,Athletico,2,1
Virtus.pro,LDLC,16,12
Alpha Red,BOOT-d[S],2,1
Windigo,NoChance,2,0
ex-3DMAX,Nemiga,16,9
Breakaway,Genuine,2,0
Ghost,Complexity,2,1
Liquid,Lazarus,2,0
NIP,Heroic,2,1
Santos,Bulldozer,16,5
Imperial,WePlayGames,16,5
paiN,INTZ.Academy,16,8
Redemption POA,W7M,16,9
FaZe,devils.one,2,0
expert,Movistar Riders,16,14
Lucid Dream,Alpha Red,2,1
SJ,Nordavind,2,0
BTRG,Maple,2,0
Alpha Red,EHOME,2,0
BOOT-d[S],Entity,2,0
Carnage fe,Ravens,2,0
EHOME,5POWER,2,0
Bad News Bears,Royal,2,1
The Quest,The Fundamentals,2,0
DreamEaters,Chaos,2,0
ALTERNATE aTTaX,Sharks,2,0
Syman,Unicorns of Love,16,8
Nemiga,AGO,2,1
NoChance,ALTERNATE aTTaX,1,0
eUnited,INTZ,2,0
Renegades,NRG,2,1
ATK,Zone,2,1
Team Skadoodle,Team seang@res,2,1
DETONA,W7M,2,1
OpTic,ex-Space Soldiers,2,0
Chaos,PACT,2,0
Team Skadoodle,Team hazed,2,1
Vitality,Sprout,2,0
Wolsung,deprEST,2,1
NASR,Portal,2,0
Heroic,Spirit,2,0
mousesports,North,2,0
Vitality,G2,2,1
deprEST,Synergy,2,0
Wolsung,Esi Pirmais,2,0
Nordavind,Winstrike,2,0
Sprout,Epsilon,2,0
Grayhound,ORDER,3,1
Lucid Dream,Beyond,2,0
Surge,TRIDENT,2,0
TYLOO,Panda,2,0
Lucid Dream,MVP PK,2,0
Beyond,BOOM,2,0
ORDER,Chiefs,2,1
Beyond,BOOT-d[S],2,0
BOOM,Absolute,2,0
Lucid Dream,Ignis,2,0
Renegades,INTZ,2,0
Paradox,Athletico,2,1
MVP PK,ex-Storm Riders,2,0
Zone,Chris and the boys,22,20
Team Skadoodle,Team n0thing,2,1
ORDER,Breakaway,2,1
NRG,eUnited,2,0
Bad News Bears,iNTACT,16,6
ATK,GGPR,16,4
Royal,TeamOne,16,13
FaZe,Liquid,2,0
Chaos,Ancient,16,4
Team seang@res,Team hazed,16,14
PACT,Balderisnor,16,8
G2,GamerLegion,2,0
North,ex-Space Soldiers,2,0
Heroic,Tricked,16,7
Ancient,NoChance,16,10
Spirit,Nemiga,16,14
Balderisnor,Unique,16,8
Chaos,ex-3DMAX,16,13
PACT,Apeks,16,13
Heroic,Copenhagen Flames,16,7
Team seang@res,Team Skadoodle,25,21
MIBR,Cloud9,1,0
Tricked,TheDice,16,5
Spirit,Syman,16,11
Nemiga,Budapest Five,16,7
Natus Vincere,Cloud9,16,13
Sprout,LDLC,2,0
Liquid,MIBR,16,10
FaZe,Astralis,16,5
mousesports,OpTic,2,1
Team hazed,Team n0thing,16,12
Liquid,Astralis,16,14
FaZe,Natus Vincere,16,10
MIBR,Cloud9,16,6
G2,Virtus.pro,2,0
Liquid,Natus Vincere,16,12
FaZe,Cloud9,16,7
MIBR,Astralis,16,2
Panda,5POWER,1,0
ex-Honor & Glory,PORCHA,2,1
1337HUANIA,AllTheRage,3,1
LDLC,FrostFire,2,1
5POWER,Vital Spark,2,0
slashLEVEL,AGO,2,0
Thunder Logic,The Quest,2,0
BLITZKRIEG,The Fundamentals,2,0
Variance,BBC,2,0
WePlayGames,segura o bone,2,1
expert,x-kom,2,1
Windigo,Unique,2,1
Chaos,AVANGAR,2,1
ex-Fragsters,London,2,1
Isurus,Santos,16,2
RED Canids,Redemption POA,16,14
Movistar Riders,OFFSET,2,0
WePlayGames,Bulldozer,16,9
DETONA,Imperial,1,0
W7M,Imperial,16,13
Reapers,INTZ.Academy,16,10
x-kom,ATMOS,2,1
PACT,Unique,2,1
pro100,LDLC,1,0
NoChance,OFFSET,2,0
GamerLegion,Epsilon,2,0
AVANGAR,Fierce,2,0
London,Copenhagen Flames,2,0
pro100,Berzerk,2,0
AGO,DreamEaters,2,0
Tricked,Windigo,2,0
Syman,Movistar Riders,2,0
Virtus.pro,OwmS,16,6
Windigo,Nordavind,2,0
Ground Zero,Jade,2,0
Genuine,AVANT,2,0
Grayhound,Ground Zero,2,1
Reapers,segura o bone,2,1
Imperial,WePlayGames,2,0
Neverest,RED Canids,2,1
DETONA,segura o bone,2,0
Giants,Akopalipsa,2,1
Tricked,ALTERNATE aTTaX,2,0
Ancient,Endpoint,2,0
NoChance,Virtus.pro,2,1
forZe,Ancient,2,0
ex-3DMAX,Akopalipsa,2,0
XCN,Alter Ego,3,1
Chaos,Nemiga,2,1
MARKandLARRY,TRIDENT,2,0
BLITZKRIEG,Big Frames,2,0
Endpoint,ex-Fragsters,2,1
Giants,pro100,2,1
Sharks,Winstrike,2,1
Windigo,Valiance,2,1
Ancient,ex-Fragsters,2,1
HAVU,pro100,2,0
Akopalipsa,Giants,2,1
ATMOS,Salamander,2,0
Epsilon,PACT,2,1
ex-3DMAX,pro100,2,1
Valiance,AGO,2,1
Windigo,devils.one,2,1
MVP PK,Alpha Red,2,0
forZe,Endpoint,2,0
Epsilon,Movistar Riders,2,1
HAVU,Tricked,2,0
Miscreant,ex-Caladrius,2,1
Valiance,Unique,2,1
Natus Vincere,fnatic,3,0
Windigo,Lyngby Vikings,2,0
AGO,Mock-it,2,0
devils.one,ex-Fragsters,2,0
PACT,OESU,2,1
Astral Influence,R!OT,2,1
Western Titans,Eastern Giants,22,20
Control,GANGNAM_STYL,2,0
HaFiÐ,VANTA,2,0
Unique,Syman,16,10
ALTERNATE aTTaX,Sprout,2,1
Mock-it,Defying Gravity,16,14
Lyngby Vikings,eXtatus,16,13
ex-Fragsters,Ambush,16,12
Unique,HoP,25,22
chebran,MAXISAUCISSE,2,0
eXtatus,Ancient,16,9
ex-Fragsters,Brute,16,5
Defying Gravity,Nova,16,12
Ambush,GamerLegion,16,9
Syman,FASTLOSE,16,7
Lyngby Vikings,egern,16,10
Mock-it,HOLLYWOOD,16,12
Movistar Riders,Akopalipsa,2,0
MAXISAUCISSE,TheDice,16,14
chebran,JUNCK,16,11
OESU,average25iqbutheadshots,2,0
SJ,x-kom,2,0
fnatic,NRG,2,0
Alpha Red,Grayhound,2,0
Movistar Riders,MAJESTY,16,8
OESU,Polbit Pogon,16,10
Sprout,expert,2,0
PACT,Akopalipsa,16,14
Epsilon,average25iqbutheadshots,16,11
Jade,Surge,2,1
Natus Vincere,Renegades,2,1
MVP PK,BOOT-d[S],2,0
average25iqbutheadshots,Polbit Pogon,16,13
ALTERNATE aTTaX,Berzerk,2,0
PACT,MAJESTY,16,6
Akopalipsa,Movistar Riders,16,7
Epsilon,OESU,16,5
Natus Vincere,ENCE,2,1
Alpha Red,Signify,19,17
Grayhound,Global,16,9
Grayhound,BOOT-d[S],16,13
GamerLegion,Windigo,2,0
BOOT-d[S],Global,16,9
MVP PK,Signify,16,11
Renegades,NIP,2,0
MVP PK,Alpha Red,16,9
AVANT,Ground Zero,2,0
fnatic,North,2,1
NRG,Vitality,2,0
W7M,DETONA,2,0
London,Endpoint,2,0
DreamEaters,Sharks,2,1
pro100,x-kom,2,1
HAVU,Copenhagen Flames,2,0
Epsilon,Movistar Riders,2,0
Chaos,SJ,2,0
Nemiga,Virtus.pro,2,0
Chiefs,Breakaway,2,0
ORDER,Paradox,2,1
The Quest,BLITZKRIEG,2,1
Zone,Thunder Logic,2,0
Epsilon,NoChance,2,0
AGO,Nordavind,2,1
pro100,Epsilon,16,7
North,FaZe,2,0
Fighting 4 Freedom,Surge,2,1
NRG,BIG,2,0
NIP,Spirit,2,1
slashLEVEL,Big Frames,2,0
Zone,Variance,2,0
HAVU,ATMOS,2,1
Tricked,x-kom,2,1
Santos,INTZ.Academy,16,10
Isurus,WePlayGames,16,6
Imperial,Redemption POA,19,16
DETONA,Reapers,16,13
W7M,Bulldozer,16,13
pro100,Salamander,2,1
ALTERNATE aTTaX,Winstrike,2,0
FrenchFrogs,SJ,16,10
ENCE,FaZe,2,1
forZe,AGO,16,8
Natus Vincere,NRG,2,0
Genuine,Athletico,2,1
BIG,TYLOO,2,1
Ground Zero,Breakaway,2,1
Vitality,Spirit,2,1
AVANT,Jade,2,0
NIP,ViCi,2,0
North,MIBR,2,0
Thunder Logic,BBC,2,1
FURIA,Bad News Bears,2,0
Copenhagen Flames,London,2,0
x-kom,Endpoint,2,0
Movistar Riders,ALTERNATE aTTaX,2,1
Nemiga,DreamEaters,2,1
Renegades,FaZe,2,1
fnatic,Vitality,2,0
ENCE,ViCi,2,0
NRG,MIBR,2,0
Natus Vincere,NIP,2,1
Spirit,TYLOO,2,1
BIG,paiN,2,0
North,Panda,2,0
MDL All-Star boltz,MDL All-Star KSCERATO,2,1
W7M,Isurus,2,1
Singularity,Chris and the boys,2,0
West Coast Fraggers,Legacy,2,0
Hooked,Colorado State University,2,0
Chris and the boys,Royal,2,0
Singularity,Party Astronauts,2,0
Chris and the boys,Polar Ace,16,9
Party Astronauts,Old Guys Club,16,11
Isurus,DETONA,2,0
Royal,Mythic,16,9
Nemiga,PACT,2,1
W7M,Imperial,2,0
Singularity,LiViD,16,5
Valiance,Windigo,2,1
Imperial,WePlayGames,2,1
W7M,Reapers,2,0
Isurus,RED Canids,2,0
The Pensioners,Fierce,2,1
DETONA,Furious,2,0
Tricked,DreamEaters,2,0
Vitality,ENCE,2,1
Beyond,AOES,2,0
GamerLegion,Sprout,2,1
Nemiga,DreamEaters,2,1
Fierce,Revelation,2,0
OwmS,Kungar,2,1
fnatic,NRG,2,0
AOES,Team123,16,7
Renegades,MIBR,2,1
